"","rnum","X.1","Strike.ID","Date","Location","Area","Minimum.total.people.killed","Maximum.total.people.killed","Minimum.civilians.reported.killed","Maximum.civilians.reported.killed","Minimum.children.reported.killed","Maximum.children.reported.killed","Minimum.reported.injured","Maximum.reported.injured","Strike.link","X","Index","locs","lat","long","NAME_0","NAME_1","NAME_2"
"98",98,175,"Ob124","14/09/2010","Qutab Khel","North Waziristan",1,4,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob124","",175,"Qutab Khel, Pakistan",33.1805388,71.5445821,"Pakistan","Punjab","Sargodha"
"99",99,205,"Ob154","03/11/2010","Qutab Khel","North Waziristan",4,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob154","",205,"Qutab Khel, Pakistan",33.1805388,71.5445821,"Pakistan","Punjab","Sargodha"
"100",100,285,"Ob234","02/08/2011","Qutab Khel","North Waziristan",3,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob234","",285,"Qutab Khel, Pakistan",33.1805388,71.5445821,"Pakistan","Punjab","Sargodha"
"101",101,306,"Ob255","17/11/2011","Shawal","North Waziristan",7,9,0,0,0,0,3,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob255","",306,"Shawal, Pakistan",34.0148846,71.5822004,"Pakistan","N.W.F.P.","Peshawar"
"102",102,332,"Ob281","26/06/2012","Shawal","North Waziristan",4,7,0,0,0,0,2,7,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob281","",332,"Shawal, Pakistan",34.0148846,71.5822004,"Pakistan","N.W.F.P.","Peshawar"
"103",103,410,"Ob359","15/01/2015","Shawal","North Waziristan",5,7,2,2,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob359","",410,"Shawal, Pakistan",34.0148846,71.5822004,"Pakistan","N.W.F.P.","Peshawar"
"104",104,413,"Ob362","28/01/2015","Shawal","North Waziristan",6,7,0,0,0,0,2,4,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob362","",413,"Shawal, Pakistan",34.0148846,71.5822004,"Pakistan","N.W.F.P.","Peshawar"
"105",105,415,"Ob364","12/04/2015","Shawal","North Waziristan",4,4,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob364","",415,"Shawal, Pakistan",34.0148846,71.5822004,"Pakistan","N.W.F.P.","Peshawar"
"106",106,418,"Ob367","01/06/2015","Shawal","North Waziristan",4,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob367","",418,"Shawal, Pakistan",34.0148846,71.5822004,"Pakistan","N.W.F.P.","Peshawar"
"107",107,119,"Ob68","02/02/2010","Pai Khel","North Waziristan",9,9,5,5,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob68","",119,"Pai Khel, Pakistan",32.7866439,71.5836253,"Pakistan","Punjab","Sargodha"
"108",108,177,"Ob126","15/09/2010","Pai Khel","North Waziristan",4,7,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob126","",177,"Pai Khel, Pakistan",32.7866439,71.5836253,"Pakistan","Punjab","Sargodha"
"109",109,207,"Ob156","03/11/2010","Pai Khel","North Waziristan",4,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob156","",207,"Pai Khel, Pakistan",32.7866439,71.5836253,"Pakistan","Punjab","Sargodha"
"110",110,42,"B42","22/11/2008","Ali Khel","North Waziristan",4,6,0,1,0,0,6,6,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B42","",42,"Ali Khel, Pakistan",32.0588719,71.6906983,"Pakistan","Punjab","Sargodha"
"111",111,8,"B8","27/04/2007","Saidgai","North Waziristan",3,4,3,4,0,0,3,9,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B8","",8,"Saidgai, Pakistan",35.1916511,72.3258677,"Pakistan","N.W.F.P.","Malakand"
"112",112,102,"Ob51","26/12/2009","Saidgai","North Waziristan",13,20,6,6,0,0,12,12,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob51","",102,"Saidgai, Pakistan",35.1916511,72.3258677,"Pakistan","N.W.F.P.","Malakand"
"113",113,226,"Ob175","27/12/2010","Shera Tala","North Waziristan",18,22,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob175","",226,"Shera Tala, Pakistan",34.2023653,72.7986692,"Pakistan","N.W.F.P.","Hazara"
"114",114,24,"B24","04/09/2008","Mohammad Khel","North Waziristan",5,7,0,0,0,0,3,4,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B24","",24,"Mohammad Khel, Pakistan",34.8199114,73.0748586658713,"Pakistan","N.W.F.P.","Hazara"
"115",115,115,"Ob64","29/01/2010","Mohammad Khel","North Waziristan",2,15,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob64","",115,"Mohammad Khel, Pakistan",34.8199114,73.0748586658713,"Pakistan","N.W.F.P.","Hazara"
"116",116,118,"Ob67","02/02/2010","Mohammad Khel","North Waziristan",0,0,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob67","",118,"Mohammad Khel, Pakistan",34.8199114,73.0748586658713,"Pakistan","N.W.F.P.","Hazara"
"117",117,194,"Ob143","08/10/2010","Mohammad Khel","North Waziristan",4,6,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob143","",194,"Mohammad Khel, Pakistan",34.8199114,73.0748586658713,"Pakistan","N.W.F.P.","Hazara"
"118",118,244,"Ob193","24/02/2011","Mohammad Khel","North Waziristan",4,7,0,0,0,0,3,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob193","",244,"Mohammad Khel, Pakistan",34.8199114,73.0748586658713,"Pakistan","N.W.F.P.","Hazara"
"119",119,2,"B2","08/05/2005","Toorikhel","North Waziristan",2,2,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B2","",2,"Toorikhel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"120",120,3,"B3","05/11/2005","Mosaki","North Waziristan",8,8,3,8,2,3,1,1,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B3","",3,"Mosaki, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"121",121,4,"B4","01/12/2005","Haisori","North Waziristan",6,6,2,3,2,2,0,0,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B4","",4,"Haisori, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"122",122,9,"B9","19/06/2007","Mami Rogha","North Waziristan",20,34,0,34,0,0,10,15,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B9","",9,"Mami Rogha, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"123",123,10,"B10","02/11/2007","Danda Darpakhel","North Waziristan",5,10,0,0,0,0,6,12,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B10","",10,"Danda Darpakhel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"124",124,22,"B22","30/08/2008","Miram Shah","North Waziristan",6,11,2,9,1,4,2,8,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B22","",22,"Miram Shah, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"125",125,25,"B25","05/09/2008","Gurwak","North Waziristan",5,12,5,7,3,4,0,0,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B25","",25,"Gurwak, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"126",126,26,"B26","08/09/2008","Miram Shah","North Waziristan",17,23,11,20,5,8,14,25,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B26","",26,"Miram Shah, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"127",127,27,"B27","12/09/2008","Tol Khel","North Waziristan",12,15,3,5,2,2,14,14,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B27","",27,"Tol Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"128",128,32,"B32","09/10/2008","Tati","North Waziristan",5,9,1,9,1,4,2,2,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B32","",32,"Tati, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"129",129,33,"B33","11/10/2008","Miram Shah","North Waziristan",4,5,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B33","",33,"Miram Shah, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"130",130,35,"B35","23/10/2008","Danda Darpakhel","North Waziristan",8,11,7,10,7,7,6,11,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B35","",35,"Danda Darpakhel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"131",131,37,"B37","31/10/2008","Asori","North Waziristan",4,25,1,20,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B37","",37,"Asori, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"132",132,39,"B39","07/11/2008","Kumsham","North Waziristan",11,16,6,11,0,0,17,17,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B39","",39,"Kumsham, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"133",133,40,"B40","14/11/2008","Garyom","North Waziristan",11,13,3,12,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B40","",40,"Garyom, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"134",134,45,"B45","05/12/2008","Kateera","North Waziristan",3,4,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B45","",45,"Kateera, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"135",135,47,"B47","15/12/2008","Tapi Tool","North Waziristan",2,3,0,3,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B47","",47,"Tapi Tool, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"136",136,52,"Ob1","23/01/2009","Zharki","North Waziristan",7,15,9,11,1,1,1,1,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob1","http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#",52,"Zharki, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"137",137,60,"Ob9","26/03/2009","Sokhel","North Waziristan",4,5,0,5,0,0,5,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob9","",60,"Sokhel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"138",138,68,"Ob17","16/05/2009","Khesoor","North Waziristan",25,40,9,9,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob17","",68,"Khesoor, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"139",139,79,"Ob28","17/07/2009","Gariwam","North Waziristan",5,6,0,0,0,0,4,6,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob28","",79,"Gariwam, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"140",140,82,"Ob31","21/08/2009","Danda Darpakhel","North Waziristan",17,21,9,13,6,6,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob31","",82,"Danda Darpakhel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"141",141,84,"Ob33","07/09/2009","Machi Khel","North Waziristan",5,8,3,3,0,0,2,7,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob33","",84,"Machi Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"142",142,85,"Ob34","08/09/2009","Darga Mandi","North Waziristan",10,15,5,5,3,3,4,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob34","",85,"Darga Mandi, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"143",143,86,"Ob35","14/09/2009","Toorikhel","North Waziristan",5,5,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob35","",86,"Toorikhel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"144",144,89,"Ob38","29/09/2009","Danda Darpakhel","North Waziristan",4,9,0,4,0,0,2,6,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob38","",89,"Danda Darpakhel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"145",145,90,"Ob39","30/09/2009","Norak","North Waziristan",6,9,0,0,0,0,2,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob39","",90,"Norak, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"146",146,91,"Ob40","15/10/2009","Danda Darpakhel","North Waziristan",3,4,0,0,0,0,7,7,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob40","",91,"Danda Darpakhel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"147",147,92,"Ob41","21/10/2009","Spalaga","North Waziristan",3,3,0,0,0,0,8,8,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob41","",92,"Spalaga, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"148",148,94,"Ob43","05/11/2009","Norak","North Waziristan",4,6,0,0,0,0,8,8,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob43","",94,"Norak, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"149",149,95,"Ob44","18/11/2009","Shanakorah","North Waziristan",3,6,0,0,0,0,2,15,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob44","",95,"Shanakorah, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"150",150,96,"Ob45","20/11/2009","Machi Khel","North Waziristan",3,14,3,3,1,1,2,12,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob45","",96,"Machi Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"151",151,97,"Ob46","08/12/2009","Spalaga","North Waziristan",3,4,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob46","",97,"Spalaga, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"152",152,100,"Ob49","17/12/2009","Ambar Shaga","North Waziristan",12,16,6,6,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob49","",100,"Ambar Shaga, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"153",153,101,"Ob50","18/12/2009","Babrak Ziarat","North Waziristan",5,8,5,5,0,0,4,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob50","",101,"Babrak Ziarat, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"154",154,103,"Ob52","31/12/2009","Machi Khel","North Waziristan",3,7,3,3,1,1,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob52","",103,"Machi Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"155",155,104,"Ob53","01/01/2010","Ghundikala","North Waziristan",2,3,0,0,0,0,3,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob53","http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#",104,"Ghundikala, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"156",156,105,"Ob54","03/01/2010","Mosaki","North Waziristan",5,5,1,2,1,1,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob54","",105,"Mosaki, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"157",157,106,"Ob55","06/01/2010","Sanzali","North Waziristan",5,7,0,6,0,0,5,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob55","",106,"Sanzali, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"158",158,107,"Ob56","06/01/2010","Sanzali","North Waziristan",5,9,5,5,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob56","",107,"Sanzali, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"159",159,108,"Ob57","08/01/2010","Tappi","North Waziristan",5,6,5,5,1,1,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob57","",108,"Tappi, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"160",160,110,"Ob59","09/01/2010","Shaktoi","North Waziristan",15,18,0,0,0,0,7,14,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob59","",110,"Shaktoi, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"161",161,111,"Ob60","15/01/2010","Zanani","North Waziristan",5,10,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob60","",111,"Zanani, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"162",162,112,"Ob61","15/01/2010","Shaktoi","North Waziristan",6,10,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob61","",112,"Shaktoi, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"163",163,113,"Ob62","17/01/2010","Shaktoi","North Waziristan",14,20,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob62","",113,"Shaktoi, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"164",164,114,"Ob63","19/01/2010","Deegan","North Waziristan",5,9,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob63","",114,"Deegan, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"165",165,116,"Ob65","02/02/2010","Toor Narai","North Waziristan",23,24,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob65","",116,"Toor Narai, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"166",166,117,"Ob66","02/02/2010","Deegan","North Waziristan",0,0,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob66","",117,"Deegan, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"167",167,121,"Ob70","15/02/2010","Tappi","North Waziristan",4,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob70","",121,"Tappi, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"168",168,122,"Ob71","17/02/2010","Tabbi","North Waziristan",4,4,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob71","",122,"Tabbi, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"169",169,123,"Ob72","18/02/2010","Danda Darpakhel","North Waziristan",3,5,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob72","",123,"Danda Darpakhel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"170",170,124,"Ob73","24/02/2010","Darga Mandi","North Waziristan",5,13,5,6,1,1,6,6,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob73","",124,"Darga Mandi, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"171",171,125,"Ob74","08/03/2010","Miram Shah","North Waziristan",9,9,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob74","",125,"Miram Shah, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"172",172,126,"Ob75","10/03/2010","Mizar Madakhel","North Waziristan",7,8,0,0,0,0,12,12,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob75","",126,"Mizar Madakhel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"173",173,127,"Ob76","10/03/2010","Mizar Madakhel","North Waziristan",7,7,4,7,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob76","",127,"Mizar Madakhel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"174",174,129,"Ob78","17/03/2010","Hamzoni","North Waziristan",3,5,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob78","",129,"Hamzoni, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"175",175,130,"Ob79","17/03/2010","Mizar Madakhel","North Waziristan",5,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob79","",130,"Mizar Madakhel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"176",176,131,"Ob80","21/03/2010","Inzar","North Waziristan",5,8,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob80","",131,"Inzar, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"177",177,133,"Ob82","27/03/2010","Hurmuz","North Waziristan",4,4,0,4,0,0,5,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob82","",133,"Hurmuz, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"178",178,134,"Ob83","31/03/2010","Tappi","North Waziristan",5,6,5,6,1,1,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob83","",134,"Tappi, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"179",179,135,"Ob84","12/04/2010","Boya","North Waziristan",13,13,8,13,2,2,2,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob84","",135,"Boya, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"180",180,136,"Ob85","14/04/2010","Ambar Shaga","North Waziristan",4,5,0,0,0,0,1,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob85","",136,"Ambar Shaga, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"181",181,137,"Ob86","16/04/2010","Toorikhel","North Waziristan",3,4,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob86","",137,"Toorikhel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"182",182,138,"Ob87","24/04/2010","Machi Khel","North Waziristan",7,9,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob87","",138,"Machi Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"183",183,140,"Ob89","03/05/2010","Machi Khel","North Waziristan",4,6,0,2,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob89","",140,"Machi Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"184",184,143,"Ob92","11/05/2010","Gurwak","North Waziristan",7,15,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob92","",143,"Gurwak, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"185",185,145,"Ob94","21/05/2010","Boya","North Waziristan",11,11,10,10,7,7,7,10,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob94","",145,"Boya, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"186",186,147,"Ob96","10/06/2010","Norak","North Waziristan",2,7,4,4,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob96","",147,"Norak, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"187",187,148,"Ob97","11/06/2010","Maizer","North Waziristan",10,15,0,0,0,0,10,12,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob97","",148,"Maizer, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"188",188,151,"Ob100","27/06/2010","Tabbi","North Waziristan",5,6,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob100","",151,"Tabbi, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"189",189,153,"Ob102","15/07/2010","Sheerani","North Waziristan",9,14,0,7,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob102","",153,"Sheerani, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"190",190,155,"Ob104","25/07/2010","Shaktoi","North Waziristan",14,32,0,0,0,0,7,12,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob104","",155,"Shaktoi, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"191",191,156,"Ob105","25/07/2010","Tabbi","North Waziristan",4,12,0,0,0,0,2,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob105","",156,"Tabbi, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"192",192,158,"Ob107","14/08/2010","Issori","North Waziristan",13,14,7,7,1,1,5,6,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob107","",158,"Issori, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"193",193,160,"Ob109","23/08/2010","Danda Darpakhel","North Waziristan",20,20,7,9,3,3,15,15,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob109","",160,"Danda Darpakhel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"194",194,161,"Ob110","23/08/2010","Darga Mandi","North Waziristan",5,7,0,0,0,0,3,12,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob110","",161,"Darga Mandi, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
